Added,Cover,Sample,Web Player,Search In Goodreads,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Subtitle,Collection Ids
236,"=HYPERLINK(""https://audible.com/pd/B0078PA1OA?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51ef+s6y42L._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B0078PA1OA""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Bram%20Stoker%20-%20Dracula%20%5BAudible%20Edition%5D""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B0078PA1OA?ipRedirectOverride=true&overrideBaseCountry=true"";""Dracula [Audible Edition]"")","=HYPERLINK(""https://audible.com/pd/B0078PA1OA?ipRedirectOverride=true&overrideBaseCountry=true"";""Dracula [Audible Edition]"")",,,"By returning to Stoker's original storytelling structure with an all-star cast of narrators, we've sought to recapture its originally intended horror and power.....",Bram Stoker,"Alan Cumming, Tim Curry, Simon Vance, Katherine Kellgren, Susan Duerden, John Lee, Graeme Malcolm, Steven Crossley","Audible Essentials, Classics, Fantasy Essentials, Horror, Scary, Vampires",Literature & Fiction > Classics,Literature & Fiction,Classics,"'15h 27m ",'15h 8m left,2012-02-20,Audible Studios,','4.6,'37176,,Unabridged Audiobook,English,available,,,,,,,'B0078PA1OA,'1788772407,'9781788772402,"<p><b>Audie Award, Distinguished Achievement in Production, 2013</b></p> <p><b>Audie Award, Multi-voiced Performance, 2013</b></p> <p><b>Audie Award Nominee, Classic, 2013</b></p> <p>Because of the widespread awareness of the story of the evil Transylvanian count and the success of numerous film adaptations that have been created over the years, the modern audience hasn't had a chance to truly appreciate the unknowing dread that readers would have felt when reading Bram Stoker's original 1897 manuscript. Most modern productions employ campiness or sound effects to try to bring back that gothic tension, but we've tried something different. By returning to Stoker's original storytelling structure - a series of letters and journal entries voiced by Jonathan Harker, Dr. Van Helsing, and other characters - with an all-star cast of narrators, we've sought to recapture its originally intended horror and power.</p> <p>This production of <i>Dracula</i> is presented by what is possibly the best assemblage of narrating talent ever for one audiobook: Emmy Award nominees Alan Cumming and Tim Curry plus an all-star cast of Audie award-winners Simon Vance (The Millenium Trilogy), Katherine Kellgren (<i>Pride and Prejudice and Zombies</i>), Susan Duerden (<i>The Tiger’s Wife</i>), John Lee (<i>Supergods</i>) and customer favorites Graeme Malcolm (<i>Skippy Dies</i>), Steven Crossley (The Oxford Time Travel series), Simon Prebble (The Baroque Cycle), James Adams (<i>Letters to a Young Contrarian</i>), Nicola Barber (<i>The Rose Garden</i>), Victor Villar-Hauser (<i>Fun Inc.</i>), and Marc Vietor (<i>1Q84</i>). These stellar narrators have been cast as follows:</p> <p>Alan Cumming as Dr. Seward<br> Simon Vance as Jonathan Harker<br> Katy Kellgren as Mina Murray/Harker<br> Susan Duerden as Lucy Westenra<br> Tim Curry as Van Helsing<br> Graeme Malcolm as Dailygraph correspondent<br> Steven Crossley as Zookeeper’s account and reporter<br> Simon Prebble as Varna<br> James Adams as Patrick Hennessey<br> Nicola Barber as Sister Agatha<br> Victor Villar-Hauser as Arthur Holmwood<br> Marc Vietor as Quincey Morris<br> John Lee as Introductory paragraph, various letters</p>",,,
235,"=HYPERLINK(""https://audible.com/pd/B00656GCH8?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51D-m7RkQwL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B00656GCH8""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Robert%20R.%20McCammon%20-%20Swan%20Song""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B00656GCH8?ipRedirectOverride=true&overrideBaseCountry=true"";""Swan Song"")","=HYPERLINK(""https://audible.com/pd/B00656GCH8?ipRedirectOverride=true&overrideBaseCountry=true"";""Swan Song"")",,,"In a wasteland born of rage and fear, populated by monstrous creatures and marauding armies, earth's last survivors have been drawn into the final battle between good and evil....",Robert R. McCammon,Tom Stechschulte,"Epic, Epic Fantasy, Fantasy, Fiction, Horror, Post-Apocalyptic, Science Fiction, Supernatural, Thriller & Suspense, Scary, Paranormal, Survival, New York, Dystopian",Literature & Fiction > Horror,Literature & Fiction,Horror,"'34h 19m ",'33h 37m left,2011-11-15,Audible Studios,'1,'4.4,'13626,,Unabridged Audiobook,English,available,,,,,,,'B00656GCH8,'1501131427,'9781501131424,"<p><i>""We're about to cross the point of no return. God help us; we're flying in the dark, and we don't know where the hell we're going.""</i> </p> <p>Facing down an unprecedented malevolent enemy, the government responds with a nuclear attack. America as it was is gone forever, and now every citizen - from the president of the United States to the homeless on the streets of New York City - will fight for survival. </p> <p><i>Swan Song</i> is Robert McCammon's prescient and shocking vision of a post-apocalyptic nation, a grand epic of terror and, ultimately, renewal. </p> <p>In a wasteland born of rage and fear, populated by monstrous creatures and marauding armies, earth's last survivors have been drawn into the final battle between good and evil, that will decide the fate of humanity. They include Sister, who discovers a strange and transformative glass artifact in the destroyed Manhattan streets... Joshua Hutchins, the pro wrestler who takes refuge from the nuclear fallout at a Nebraska gas station... and Swan, a young girl possessing special powers, who travels alongside Josh to a Missouri town where healing and recovery can begin with Swan's gifts. But the ancient force behind earth's devastation is scouring the walking wounded for recruits for its relentless army, beginning with Swan herself. </p> <p><b>Please note: Two chapters were originally missing from Part 2 of this book. We were alerted to the problem on 11/21/11 and have corrected it. We're very sorry for any inconvenience. If you had already downloaded the book, don’t worry - your library has automatically updated with the corrected version. Simply re-download from your library, at no additional cost, to get the complete book.</b></p>",,,
234,"=HYPERLINK(""https://audible.com/pd/B009SDKL90?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51QkfUJ5-UL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B009SDKL90""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Michael%20Connelly%20-%20The%20Black%20Box""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B009SDKL90?ipRedirectOverride=true&overrideBaseCountry=true"";""The Black Box"")","=HYPERLINK(""https://audible.com/pd/B009SDKL90?ipRedirectOverride=true&overrideBaseCountry=true"";""The Black Box"")",A Harry Bosch Novel (book 16),'16,"In a case that spans 20 years, Harry Bosch links the bullet from a recent crime to a file from 1992, the killing of a young female photographer during the L.A. riots. Harry originally investigated the murder, but it was then handed off to the Riot Crimes Task Force and never solved. Now Bosch's...",Michael Connelly,Michael McConnohie,"Crime, Crime Fiction, Mystery, Police Procedural, Suspense, Thriller & Suspense, Fiction, Detective, Exciting, Scary, Murder","Mystery, Thriller & Suspense > Crime Fiction","Mystery, Thriller & Suspense",Crime Fiction,"'10h 27m ",',2012-11-26,Hachette Audio,','4.5,'7311,,Unabridged Audiobook,English,available,,,,,,,'B009SDKL90,'0316069442,'9780316069441,"In a case that spans 20 years, Harry Bosch links the bullet from a recent crime to a file from 1992, the killing of a young female photographer during the L.A. riots. Harry originally investigated the murder, but it was then handed off to the Riot Crimes Task Force and never solved.<br><br>Now Bosch's ballistics match indicates that her death was not random violence, but something more personal, and connected to a deeper intrigue. Like an investigator combing through the wreckage after a plane crash, Bosch searches for the ""black box,"" the one piece of evidence that will pull the case together.<br><br>Riveting and relentlessly paced, THE BLACK BOX leads Harry Bosch, ""one of the greats of crime fiction"" (<i>New York Daily News</i>), into one of his most fraught and perilous cases.",,,
233,"=HYPERLINK(""https://audible.com/pd/B0161R0XBQ?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51qmPPjfsrL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B0161R0XBQ""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Michael%20J.%20Sullivan%20-%20Age%20of%20Myth%3A%20Book%20One%20of%20The%20Legends%20of%20the%20First%20Empire""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B0161R0XBQ?ipRedirectOverride=true&overrideBaseCountry=true"";""Age of Myth: Book One of The Legends of the First Empire"")","=HYPERLINK(""https://audible.com/pd/B0161R0XBQ?ipRedirectOverride=true&overrideBaseCountry=true"";""Age of Myth: Book One of The Legends of the First Empire"")",Legends of the First Empire (book 1),'1,"Since time immemorial, humans have worshipped the gods they call Fhrey, truly a race apart: invincible in battle, masters of magic, and seemingly immortal....",Michael J. Sullivan,Tim Gerard Reynolds,,,,,','13h 42m left,,,',',',,,,,,,,,true,true,'B0161R0XBQ,,,,,,
232,"=HYPERLINK(""https://audible.com/pd/B00695SGVU?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/41Fuww2W8OL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B00695SGVU""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Michael%20Connelly%20-%20The%20Drop""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B00695SGVU?ipRedirectOverride=true&overrideBaseCountry=true"";""The Drop"")","=HYPERLINK(""https://audible.com/pd/B00695SGVU?ipRedirectOverride=true&overrideBaseCountry=true"";""The Drop"")",A Harry Bosch Novel (book 15),'15,"Harry Bosch has been given three years before he must retire from the LAPD, and he wants cases more fiercely than ever. In one morning, he gets two. DNA from a 1989 rape and murder matches a 29-year-old convicted rapist. Was he an eight-year-old killer or has something gone terribly wrong in the...",Michael Connelly,Len Cariou,"Crime Thrillers, Mystery, Police Procedurals, Suspense, Thriller & Suspense","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"'11h 23m ",'Finished,2011-11-28,Hachette Audio,','4.5,'7164,,Unabridged Audiobook,English,available,,,,,,,'B00695SGVU,'1742378013,'9781742378015,"Harry Bosch has been given three years before he must retire from the LAPD, and he wants cases more fiercely than ever. In one morning, he gets two.<br><br>DNA from a 1989 rape and murder matches a 29-year-old convicted rapist. Was he an eight-year-old killer or has something gone terribly wrong in the new Regional Crime Lab? The latter possibility could compromise all of the lab's DNA cases currently in court.<br><br>Then Bosch and his partner are called to a death scene fraught with internal politics. Councilman Irvin Irving's son jumped or was pushed from a window at the Chateau Marmont. Irving, Bosch's longtime nemesis, has demanded that Harry handle the investigation.<br><br>Relentlessly pursuing both cases, Bosch makes two chilling discoveries: a killer operating unknown in the city for as many as three decades, and a political conspiracy that goes back into the dark history of the police department.",,,
231,"=HYPERLINK(""https://audible.com/pd/B00UW9PT64?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51AqFNQsyDL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B00UW9PT64""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Marko%20Kloos%20-%20Angles%20of%20Attack""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B00UW9PT64?ipRedirectOverride=true&overrideBaseCountry=true"";""Angles of Attack: Frontlines, Book 3"")","=HYPERLINK(""https://audible.com/pd/B00UW9PT64?ipRedirectOverride=true&overrideBaseCountry=true"";""Angles of Attack"")",Frontlines (book 3),'3,"The alien forces known as the Lankies are gathering on the solar system's edge, consolidating their conquest of Mars and setting their sights on Earth....",Marko Kloos,Luke Daniels,"Action & Adventure, Fiction, Genre Fiction, Military, Science Fiction, War & Military, Solar System, Adventure, War, Interstellar",Literature & Fiction > Action & Adventure,Literature & Fiction,Action & Adventure,"'9h 57m ",'Finished,2015-04-21,Brilliance Audio,','4.6,'6792,,Unabridged Audiobook,English,available,,,,,,,'B00UW9PT64,,,"<p>The alien forces known as the Lankies are gathering on the solar system's edge, consolidating their conquest of Mars and setting their sights on Earth. The far-off colony of New Svalbard, cut off from the rest of the galaxy by the Lanky blockade, teeters on the verge of starvation and collapse. The forces of the two Earth alliances have won minor skirmishes but are in danger of losing the war. For battle-weary staff sergeant Andrew Grayson and the ragged forces of the North American Commonwealth, the fight for survival is entering a catastrophic new phase.</p> <p>Forging an uneasy alliance with their Sino-Russian enemies, the NAC launches a hybrid task force on a long shot: a stealth mission to breach the Lanky blockade and reestablish supply lines with Earth. Plunging into combat against a merciless alien species that outguns, outmaneuvers, and outfights them at every turn, Andrew and his fellow troopers could end up cornered on their home turf, with no way out and no hope for reinforcement. And this time the struggle for humanity's future can end only in either victory or annihilation.</p>",,"Frontlines, Book 3",
230,"=HYPERLINK(""https://audible.com/pd/B01N17THEO?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51xcxG5pAuL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B01N17THEO""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Dennis%20E.%20Taylor%20-%20For%20We%20Are%20Many""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B01N17THEO?ipRedirectOverride=true&overrideBaseCountry=true"";""For We Are Many: Bobiverse, Book 2"")","=HYPERLINK(""https://audible.com/pd/B01N17THEO?ipRedirectOverride=true&overrideBaseCountry=true"";""For We Are Many"")",Bobiverse (book 2),'2,"Bob Johansson didn't believe in an afterlife, so waking up after being killed in a car accident was a shock. To add to the surprise, he is now a sentient computer and the controlling intelligence for a Von Neumann probe....",Dennis E. Taylor,Ray Porter,"Hard Science Fiction, Science Fiction, Space Opera, Fiction, Funny, Witty",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"'8h 59m ",'Finished,2017-04-18,Audible Originals,','4.8,'73727,,Unabridged Audiobook,English,available,,,,,,,'B01N17THEO,'1680680595,'9781680680591,"<p>The highly anticipated sequel to Audible's Best of 2016 - Science Fiction winner, <i>We Are Legion (We Are Bob)</i>; a book listeners are calling ""so much fun"", ""what science fiction was meant to be"", and what would happen if ""Andy Weir and Ernest Cline had a lovechild"". </p> <p>Bob Johansson didn't believe in an afterlife, so waking up after being killed in a car accident was a shock. To add to the surprise, he is now a sentient computer and the controlling intelligence for a Von Neumann probe. </p> <p>Bob and his copies have been spreading out from Earth for 40 years now, looking for habitable planets. But that's the only part of the plan that's still in one piece. A system-wide war has killed off 99.9 percent of the human race; nuclear winter is slowly making the Earth uninhabitable; a radical group wants to finish the job on the remnants of humanity; the Brazilian space probes are still out there, still trying to blow up the competition; and the Bobs have discovered a spacefaring species that sees all other life as food. </p> <p>Bob left Earth anticipating a life of exploration and blissful solitude. Instead he's become a sky god to a primitive native species, the only hope for getting humanity to a new home, and possibly the only thing that can prevent every living thing in the local sphere from ending up as dinner. </p> <p>Listener favorite Ray Porter returns to narrate Bob - and his many incarnations - in all of their geeky glory. </p> <p><i>For We Are Many</i> is the second installment in the blockbuster Audible Original Bobiverse series - which has sold more than one million copies.</p>",,"Bobiverse, Book 2",
229,"=HYPERLINK(""https://audible.com/pd/B01L2PE1XI?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51iaZv0S0EL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B01L2PE1XI""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=John%20Scalzi%20-%20The%20Collapsing%20Empire""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B01L2PE1XI?ipRedirectOverride=true&overrideBaseCountry=true"";""The Collapsing Empire: The Interdependency, Book 1"")","=HYPERLINK(""https://audible.com/pd/B01L2PE1XI?ipRedirectOverride=true&overrideBaseCountry=true"";""The Collapsing Empire"")",The Interdependency (book 1),'1,"Our universe is ruled by physics, and faster-than-light travel is not possible - until the discovery of The Flow, an extradimensional field we can access at certain points in space-time....",John Scalzi,Wil Wheaton,"Adventure, Fantasy, Locus Award, Military, Science Fiction, Space Opera, Feel-Good",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"'9h 24m ",',2017-03-21,Audible Studios,','4.4,'21004,,Unabridged Audiobook,English,available,,,,,,,'B01L2PE1XI,'076538888X,'9780765388889,"<p><i>2018 Locus Award, Best Science Fiction Novel</i></p> <p>Our universe is ruled by physics, and faster-than-light travel is not possible - until the discovery of The Flow, an extradimensional field we can access at certain points in space-time that transports us to other worlds, around other stars. </p> <p>Humanity flows away from Earth, into space, and in time forgets our home world and creates a new empire, the Interdependency, whose ethos requires that no one human outpost can survive without the others. It's a hedge against interstellar war - and a system of control for the rulers of the empire. </p> <p>The Flow is eternal - but it is not static. Just as a river changes course, The Flow changes as well, cutting off worlds from the rest of humanity. When it's discovered that The Flow is moving, possibly cutting off all human worlds from faster-than-light travel forever, three individuals - a scientist, a starship captain, and the empress of the Interdependency - are in a race against time to discover what, if anything, can be salvaged from an interstellar empire on the brink of collapse. </p>",,"The Interdependency, Book 1",
228,"=HYPERLINK(""https://audible.com/pd/B0128B9MHK?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/61Qn20RcnEL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B0128B9MHK""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Jim%20Butcher%20-%20Working%20for%20Bigfoot""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B0128B9MHK?ipRedirectOverride=true&overrideBaseCountry=true"";""Working for Bigfoot"")","=HYPERLINK(""https://audible.com/pd/B0128B9MHK?ipRedirectOverride=true&overrideBaseCountry=true"";""Working for Bigfoot"")",The Dresden Files (book ),'∞,Chicago wizard-for-hire Harry Dresden is used to mysterious clients with long hair and legs up to here. But the long hair covers every square inch of his latest client's body....,Jim Butcher,James Marsters,"Contemporary, Fantasy, Fiction, Magic, Paranormal, Paranormal & Urban, Urban, Bigfoot, Witty",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"'3h 44m ",'Finished,2015-07-21,Penguin Audio,','4.8,'7155,,Unabridged Audiobook,English,,,,,,,,'B0128B9MHK,'1596067306,'9781596067301,"<p>Chicago wizard-for-hire Harry Dresden is used to mysterious clients with long hair and legs up to here. But when it turns out the long hair covers every square inch of his latest client's body, and the legs contribute to a nine-foot height, even the redoubtable detective realizes he's treading new ground. Strength of a River in His Shoulders is one of the legendary forest people, a bigfoot, and he has a problem that only Harry can solve. His son, Irwin, is a scion, the child of a supernatural creature and a human. He's a good kid, but the extraordinary strength of his magical aura has a way of attracting trouble. </p> <p>In the three novellas that make up <i>Working for Bigfoot</i>, collected together here for the first time, listeners encounter Dresden at different points in his storied career and in Irwin's life. As a middle schooler in <i>B Is for Bigfoot</i>, Irwin attracts the unwelcome attention of a pair of bullying brothers who are more than they seem, and, when Harry steps in, it turns out they have a mystical guardian of their own. At a fancy private high school in <i>I Was a Teenage Bigfoot</i>, Harry is called in when Irwin grows ill for the first time, and it's not just a case of mono. Finally, Irwin is all grown up - and has a grown up's typical problems - as a freshman in college in <i>Bigfoot on Campus</i>, or would if ""typical"" included vampires. </p> <p><i>New York Times</i> best seller Jim Butcher explores the responsibilities of fatherhood and the difficulties of growing up with the elements Dresden Files fans crave - detection, adventure, humor, and magic. </p>",,,
227,"=HYPERLINK(""https://audible.com/pd/B01N5HVD9H?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51eqr23eK9L._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B01N5HVD9H""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=John%20Scalzi%20-%20Miniatures""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B01N5HVD9H?ipRedirectOverride=true&overrideBaseCountry=true"";""Miniatures: The Very Short Fiction of John Scalzi"")","=HYPERLINK(""https://audible.com/pd/B01N5HVD9H?ipRedirectOverride=true&overrideBaseCountry=true"";""Miniatures"")",,,The ex-planet Pluto has a few choice words about being thrown out of the solar system. A listing of alternate histories tells you all the various ways Hitler has died....,John Scalzi,"Khristine Hvam, Peter Ganim, Luke Daniels, John Scalzi, Greg Cope White, Fred Berman","Anthologies & Short Stories, Fantasy, Fiction, Science Fiction, Solar System, Witty, Funny, Feel-Good",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"'2h 54m ",'Finished,2017-01-03,Audible Studios,','4.3,'2369,,Unabridged Audiobook,English,available,,,,,,,'B01N5HVD9H,'1596068124,'9781596068124,"<p>The ex-planet Pluto has a few choice words about being thrown out of the solar system. A listing of alternate histories tells you all the various ways Hitler has died. A lawyer sues an interplanetary union for dangerous working conditions. And four artificial intelligences explain, in increasingly worrying detail, how they plan not to destroy humanity. Welcome to <i>Miniatures: The Very Short Fiction of John Scalzi</i>. </p> <p>These four stories, along with 14 other pieces, have one thing in common: They're short, sharp, and to the point - science fiction in miniature, with none of the stories longer than 2,300 words. But in that short space exist entire universes, absurd situations, and the sort of futuristic humor that propelled Scalzi to a Hugo with his novel <i>Redshirts</i>. Not to mention yogurt taking over the world (as it would). </p> <p>Spanning the years from 1991 to 2016, this collection is a quarter century of Scalzi at his briefest and best and features four never-before-published stories exclusive to this collection: ""Morning Announcements at the Lucas Interspecies School for Troubled Youth"", ""Your Smart Appliances Talk About You Behind Your Back"", ""Important Holidays on Gronghu"", and ""The AI Are Absolutely Positively Without a Doubt Not Here to End Humanity, Honest"". </p> <p>John Scalzi is the <i>New York Times</i> best-selling author of <i>Old Man's War</i>, <i>Lock In</i>, and <i>Redshirts</i>, among others. His work has won the Hugo and Locus Awards and been nominated for the Nebula and Campbell Awards. He lives in Ohio and online. He enjoys pie. </p> <p>Full cast of narrators includes Oliver Wyman, Dina Pearlman, and Allyson Johnson. </p>",,The Very Short Fiction of John Scalzi,
226,"=HYPERLINK(""https://audible.com/pd/B009XEKR3O?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/511j6wWOFNL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B009XEKR3O""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Brandon%20Sanderson%20-%20The%20Emperor's%20Soul""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B009XEKR3O?ipRedirectOverride=true&overrideBaseCountry=true"";""The Emperor's Soul"")","=HYPERLINK(""https://audible.com/pd/B009XEKR3O?ipRedirectOverride=true&overrideBaseCountry=true"";""The Emperor's Soul"")",Elantris (book 2),'2,"When Shai is caught replacing the Moon Scepter with her nearly flawless forgery, she must bargain for her life....",Brandon Sanderson,Angela Lin,"Adventure, Classics, Fantasy, Fiction, Genre Fiction, Historical, Hugo Award, Literary Fiction, Paranormal, Paranormal & Urban, Science Fiction, Supernatural, Thriller & Suspense",Literature & Fiction > Classics,Literature & Fiction,Classics,"'3h 55m ",'Finished,2012-11-02,Recorded Books,','4.6,'8533,,Unabridged Audiobook,English,available,,,,,,,'B009XEKR3O,'1938570022,'9781938570025,"<p>When Shai is caught replacing the Moon Scepter with her nearly flawless forgery, she must bargain for her life. An assassin has left the Emperor Ashravan without consciousness, a circumstance concealed only by the death of his wife. If the emperor does not emerge after his hundred-day mourning period, the rule of the Heritage Faction will be forfeit and the empire will fall into chaos. </p> <p>Shai is given an impossible task: to create—to Forge—a new soul for the emperor in less than one hundred days. But her soul-Forgery is considered an abomination by her captors. She is confined to a tiny, dirty chamber, guarded by a man who hates her, spied upon by politicians, and trapped behind a door sealed in her own blood. Shai's only possible ally is the emperor's most loyal counselor, Gaotona, who struggles to understand her true talent. </p> <p>Time is running out for Shai. Forging, while deducing the motivations of her captors, she needs a perfect plan to escape... </p>",,,
225,"=HYPERLINK(""https://audible.com/pd/B01B1WR6Y8?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/5182XikQLwL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B01B1WR6Y8""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Clifford%20Simak%20-%20The%20Goblin%20Reservation""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B01B1WR6Y8?ipRedirectOverride=true&overrideBaseCountry=true"";""The Goblin Reservation"")","=HYPERLINK(""https://audible.com/pd/B01B1WR6Y8?ipRedirectOverride=true&overrideBaseCountry=true"";""The Goblin Reservation"")",,,"The hunt for his killer leads a dead professor of supernatural phenomena into the perilous intrigues of aliens, fairy folk, and time travelers in this classic of science fiction....",Clifford Simak,Bernard Setaro Clark,"Classics, Fairy Tales, Fantasy, Fiction, First Contact, Science Fiction, Time Travel, Magic",Literature & Fiction > Classics,Literature & Fiction,Classics,"'6h 15m ",'4h 37m left,2016-01-26,Audible Studios,','4.3,'138,,Unabridged Audiobook,English,available,,,,,,,'B01B1WR6Y8,'1504024176,'9781504024174,"<p>The hunt for his killer leads a dead professor of supernatural phenomena into the perilous intrigues of aliens, fairy folk, and time travelers in this classic of science fiction. </p> <p>Until the day he was murdered, Professor Peter Maxwell was a respected faculty member of the College of Supernatural Phenomena. Imagine his chagrin when he turns up at a Wisconsin matter transmission station several weeks later and discovers he's not only dead but unemployed. During an interstellar mission to investigate rumors of dragon activity, this alternate Maxwell is intercepted by a strange alien race that wants him to carry knowledge of a remarkable technology back to Earth, and it seems someone does not want the information shared. Suddenly, it's essential for Maxwell to find his own killer. He enlists the aid of Carol Hampton of the Time College, along with her pet saber-toothed tiger, a ghost with memory issues, and the intelligent Neanderthal man recently rescued from a prehistoric cooking pot. But the search is pointing them toward the goblins, fairies, and assorted Little Folk living in reservations on campus and into the dangerous heart of an interspecies blood feud that has been raging for millions of years. </p> <p>An enthrallingly brilliant amalgam of science fiction, adventure, fairy tale fantasy, and murder mystery, <i>The Goblin Reservation</i> has long been a favorite of Clifford D. Simak fans and serious science fiction aficionados in general. Ingeniously inventive and unabashedly tongue-in-cheek - combining teleportation, time travel, and alien contact with dinosaurs, trolls, and William Shakespeare - this magnificent literary mélange is a bravura demonstration of a multiaward-winning fantasy and science fiction master operating at the imaginative peak of his considerable powers. </p>",,,
